URI,streams,title,date,artist,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,time_signature,popularity,duration_min,tempo_norm
09u787BYeYIGd2mFIJ505t,7768314.0,Cry Your Heart Out,2021-11-30,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",0.756,0.713,7,-6.917,1,0.102,0.523,3.35e-06,0.248,0.59,4,0.77,4.2546333333333335,0.5026423644268353
0DuWDLjriRPjDRoPgaCslY,7745617.0,Love In The Dark,2021-11-22,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",0.331,0.341,9,-6.057,0,0.0309,0.528,0.0,0.109,0.152,4,0.81,4.765583333333334,0.4122325755194277
2xQShwyOMYlX10w8dxbFX1,7737367.0,Shit,2021-07-15,Bo Burnham,['comic'],0.939,0.687,10,-5.215,1,0.126,0.058,0.0,0.101,0.936,4,0.7,1.3071,0.4727370862223382
78xj07VVFK5uHTaGPIu13S,7662875.0,Buss It,2021-02-01,Erica Banks,['trap queen'],0.956,0.502,9,-5.995,1,0.213,0.0593,0.0,0.238,0.795,4,0.59,3.1166666666666667,0.4133120599766309
0HUTL8i4y4MiGCPId7M7wb,7632523.0,Freaks,2021-05-14,Surf Curse,"['dreamo', 'indie surf', 'surf punk', 'vegas indie']",0.346,0.944,9,-9.874,1,0.0485,4.16e-05,0.565,0.0546,0.403,4,0.04,2.4506,0.8262860396562256
20GrahbI4AzAOWxpYfDKkf,7524625.0,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",2021-05-20,DJ Khaled,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.757,0.721,4,-2.906,0,0.0691,0.00196,0.0,0.647,0.364,4,0.73,2.7561,0.4965450566136217
2HYvkdq6lpFXkVz9Tfqi8r,7506047.0,Big Gangsta,2021-03-25,Kevin Gates,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.879,0.574,10,-5.602,0,0.391,0.519,8.76e-06,0.144,0.346,4,0.7,4.057716666666667,0.6203595513615147
1q0PYXTbDsirp2l74ng6pn,7488169.0,In Da Getto,2021-10-07,"J Balvin, Skrillex","['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",0.924,0.723,8,-3.142,1,0.0466,0.0177,2.61e-05,0.113,0.643,4,0.76,2.177783333333333,0.5141133695929395
2NnJpRXIlx35Vij3bPZO0h,7483506.0,DAYWALKER! (feat. CORPSE),2021-04-06,Machine Gun Kelly,"['ohio hip hop', 'pop rap']",0.632,0.922,7,-2.173,1,0.0794,0.00558,1.81e-05,0.0927,0.497,4,0.74,2.295783333333333,0.2885722928368495
10ImcQk9tihY1EKMDIbvXJ,7455252.0,To Be Loved,2021-11-30,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",0.356,0.176,8,-8.291,1,0.0391,0.843,0.0,0.231,0.289,1,0.8,6.7327,0.7716890373015262
0sTlGEld0h8kIPZaKDYUf4,7434792.0,Notion,2021-12-31,The Rare Occasions,['la indie'],0.309,0.883,9,-3.825,1,0.0808,0.0673,0.00111,0.0849,0.312,4,0.9,3.2520166666666666,0.7068191389035522
6LcX2hBbXaJcK4AuefE936,7402196.0,What You Need,2021-05-27,Don Toliver,"['pop', 'rap', 'trap']",0.664,0.655,10,-7.327,0,0.0461,0.059,2.4e-05,0.17,0.13,4,0.67,3.6268166666666666,0.5318418258708533
3AJwUDP919kvQ9QcozQPxg,7363434.0,Yellow,2021-12-30,Coldplay,"['permanent wave', 'pop']",0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,4,0.89,4.4462166666666665,0.7891683817816239
0RLLvYBopDwooCyvnTwgYu,7355360.0,F.N,2021-04-08,Lil Tjay,"['brooklyn drill', 'melodic rap', 'nyc rap']",0.567,0.515,6,-10.265,0,0.247,0.354,0.0,0.078,0.321,1,0.82,3.733333333333333,0.4731997224182824
0bI7K9Becu2dtXK1Q3cZNB,7331300.0,Don't Be Shy,2021-10-23,"TiÃÂ«sto, KAROL G","['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,4,0.89,2.341666666666667,0.4725235618242101
7uZqvqXzzYMKrexKxdcGmd,7330415.0,Diamonds Dancing (feat. Travis Scott),2021-05-06,"Young Stoner Life, Young Thug, Gunna","['hip hop', 'rap', 'trap']",0.851,0.703,4,-7.351,0,0.303,0.00949,2.57e-05,0.0895,0.596,4,0.66,4.043333333333333,0.1998706991144668
4iN16F8JtVxG2UTzp3avGl,7279340.0,Smokin Out The Window,2021-11-11,"Bruno Mars, Anderson .Paak, Silk Sonic","['dance pop', 'pop']",0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,4,0.86,3.2907166666666665,0.2473976713978137
15HMh4yxdf4wyxSZSlOgGZ,7257259.0,Sad Girlz Luv Money Remix (feat. Kali Uchis),2021-11-17,"Amaarae, Moliy","['afro r&b', 'ghanaian alternative', 'ghanaian pop']",0.859,0.525,1,-8.051,0,0.0592,0.434,2.34e-05,0.108,0.312,4,0.63,3.412733333333333,0.4136857276733551
7aEtlGHoiPAfRB084NiDmx,7253990.0,Beer Never Broke My Heart,2021-08-14,Luke Combs,"['contemporary country', 'country', 'country road']",0.538,0.863,1,-4.483,1,0.0481,0.0139,0.0,0.0874,0.637,4,0.78,3.112216666666667,0.217569499225974
3LVcKphzONOdQ2EATazlZq,7252444.0,Final Warning,2021-06-09,NLE Choppa,['memphis hip hop'],0.847,0.912,11,-3.129,1,0.257,0.0781,0.0,0.142,0.88,4,0.75,2.614916666666667,0.2441710804927669
4IlOyxGATYUp7YVy5zrSW8,7241939.0,Keep My Spirit Alive,2021-09-09,Kanye West,"['chicago rap', 'rap']",0.467,0.655,0,-6.548,1,0.338,0.245,0.000172,0.167,0.0627,4,0.3,3.689766666666667,0.747709061145084
0JXXNGljqupsJaZsgSbMZV,7237614.0,Sure Thing,2021-06-16,Miguel,"['dance pop', 'pop', 'r&b', 'urban contemporary']",0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,4,0.83,3.2562166666666665,0.2412944323513188
1cCXT1cErAY6tmIqHbodrt,7228769.0,The Remorse,2021-09-14,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.473,0.53,0,-8.506,1,0.249,0.812,6.92e-06,0.227,0.637,3,0.67,5.853666666666666,0.2041115309106222
0QULNNd9z5s35entfiiXoa,7189580.0,Drunk (And I Don't Wanna Go Home),2021-09-06,"Elle King, Miranda Lambert",['modern blues rock'],0.612,0.884,5,-4.4,1,0.0459,0.00516,0.0,0.0997,0.626,4,0.75,4.093766666666666,0.4725532179906168
3xdjjKMcMOFgo1eQrfbogM,7188750.0,Wagon Wheel,2021-09-06,Darius Rucker,"['black americana', 'contemporary country', 'country', 'country road']",0.537,0.66,9,-7.174,1,0.0296,0.455,0.0,0.135,0.574,4,0.79,4.972883333333334,0.6392505293625704
2r9CbjYgFhtAmcFv1cSquB,7186116.0,I Almost Do (Taylor's Version),2021-11-24,Taylor Swift,['pop'],0.511,0.559,4,-6.587,1,0.0264,0.0167,0.0,0.113,0.248,4,0.73,4.07645,0.6261069164111294
0zMAvsQmaQ4DGsmXtKixpn,7179564.0,Burning Pile,2021-04-04,Mother Mother,"['indie pop', 'vancouver indie']",0.516,0.755,5,-3.724,1,0.0383,0.0633,0.00103,0.107,0.165,4,0.81,4.36955,0.5918184568117248
5pcjystBtalYeqaiXCcgEY,7170384.0,You All Over Me (feat. Maren Morris) (TaylorÃ¢ÂÂs Version) (From The Vault),2021-04-08,Taylor Swift,['pop'],0.589,0.496,2,-7.606,1,0.0377,0.818,0.0,0.101,0.44,4,0.64,3.68065,0.6074294628082016
4u7EnebtmKWzUH433cf5Qv,7159812.0,Bohemian Rhapsody - Remastered 2011,2021-09-06,Queen,"['classic rock', 'glam rock', 'rock']",0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,4,0.84,5.905333333333333,0.1825989477992159
1VSuFS7PahCN3SWbOcQ98m,7129380.0,forget me too (feat. Halsey),2021-05-13,Machine Gun Kelly,"['ohio hip hop', 'pop rap']",0.654,0.875,1,-4.845,1,0.0744,0.000417,0.0086,0.194,0.522,4,0.79,2.86035,0.3538336526313916
4191RXFPa7Ge9XkA4cWlna,7094313.0,Lost Cause,2021-08-19,Billie Eilish,"['art pop', 'electropop', 'pop']",0.526,0.334,10,-8.491,0,0.251,0.702,0.00782,0.0586,0.522,4,0.79,3.5416,0.2054994394984548
56JwgcQcxo08w7YXrBzrA5,7082130.0,Jesus Lord,2021-09-09,Kanye West,"['chicago rap', 'rap']",0.477,0.713,1,-6.805,1,0.126,0.0984,0.00844,0.0879,0.113,5,0.3,8.975616666666667,0.3903819121109853
7JuHVG3qQKQKxC4doneXVW,7074690.0,Back In Blood (feat. Lil Durk),2021-02-04,Pooh Shiesty,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",0.759,0.538,8,-8.256,0,0.384,0.151,0.0,0.126,0.831,4,0.76,3.0748333333333333,0.6323525050563763
3qgPpwtuRu5oP8EtFSj8HE,7073676.0,SO DONE,2021-01-19,The Kid LAROI,['australian hip hop'],0.719,0.598,9,-6.254,1,0.077,0.232,0.0,0.115,0.303,4,0.7,2.108683333333333,0.606605021382096
0mJBiaODgK0XjOLCN5fItq,7044841.0,Like I Can,2021-09-27,Sam Smith,"['dance pop', 'pop', 'uk pop']",0.656,0.627,7,-6.627,0,0.0379,0.343,2.17e-05,0.124,0.481,4,0.58,2.7844333333333333,0.3535845408335756
2g1KggY9PKvsoEAOaiz4xx,7038865.0,Daisy,2021-04-08,Ashnikko,"['electropop', 'escape room', 'pop']",0.834,0.663,8,-6.143,1,0.133,0.235,0.0,0.372,0.774,4,0.77,2.44205,0.4837335927259355
55sgQENF3LY1sUcJUwasLl,7031200.0,DonÃ¢ÂÂt Go (with Justin Bieber & Don Toliver),2021-09-09,Skrillex,"['brostep', 'complextro', 'edm', 'electro', 'pop rap']",0.689,0.695,11,-5.22,1,0.0429,0.019,0.0,0.123,0.359,4,0.75,2.8042166666666666,0.2059976630940871
1SOClUWhOi8vHZYMz3GluK,7026433.0,Infinity,2021-12-31,Jaymes Young,"['modern rock', 'pop']",0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,4,0.96,3.962,0.4842496100214117
4ka1FkKAMde6dQAFFMXKac,7012779.0,i hope ur miserable until ur dead,2021-09-14,Nessa Barrett,"['alt z', 'pop', 'social media pop']",0.706,0.544,2,-7.275,1,0.0306,0.0273,0.0,0.087,0.477,4,0.78,2.9597166666666666,0.4484961358015172
4ukUoXLuFzMixyZyabSGc4,6977903.0,Sleigh Ride,2021-12-26,Ella Fitzgerald,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']",0.508,0.287,1,-12.472,1,0.0523,0.764,0.0,0.153,0.644,4,0.66,2.933116666666667,0.6787703367161133
4JeOesjcWWlprTAvucDSJX,6964729.0,People Watching,2021-08-12,Conan Gray,"['bedroom pop', 'pop']",0.53,0.593,5,-7.286,1,0.0545,0.385,0.0,0.314,0.538,4,0.82,2.6422833333333333,0.5065510471592358
5reQI13tWWYDLMrGcUF4Mk,6938660.0,Nuestra CanciÃÂ³n,2021-11-14,"Monsieur PerinÃÂ©, Vicente Garcia","['colombian pop', 'gypsy jazz', 'latin', 'latin alternative', 'latin pop', 'latin rock']",0.906,0.731,6,-7.021,0,0.0977,0.426,4.55e-06,0.0853,0.794,4,0.8,4.334666666666666,0.3954709102663717
0z5HSQGWgnjdNvwbOmhB2w,6916805.0,Merry Christmas Darling - Remix,2021-12-26,Carpenters,"['adult standards', 'mellow gold', 'soft rock']",0.339,0.205,7,-15.315,1,0.0303,0.842,0.0,0.101,0.166,4,0.62,3.116216666666667,0.2447642038209004
2GPTiPR5db727wu1tFvFt4,6891489.0,New Again,2021-09-09,Kanye West,"['chicago rap', 'rap']",0.679,0.673,6,-5.17,0,0.189,0.066,0.0,0.479,0.295,4,0.3,3.05495,0.301265132058909
5xyLeb2q1lxDf7hXKYlC1H,6857077.0,Mind of Melvin (feat. Lil Uzi Vert),2021-09-09,YNW Melly,"['melodic rap', 'trap']",0.663,0.432,8,-8.553,1,0.0382,0.448,2.62e-05,0.152,0.307,4,0.71,3.848016666666666,0.5325595050978951
0JP9xo3adEtGSdUEISiszL,6855959.0,Moonlight,2021-12-30,XXXTENTACION,"['emo rap', 'miami hip hop']",0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,4,0.86,2.2515,0.5201098464403703
1xQ6trAsedVPCdbtDAmk0c,6807056.0,Savage Love (Laxed - Siren Beat),2021-02-28,"Jawsh 685, Jason Derulo",['nz pop'],0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,0.761,4,0.82,2.85625,0.650994371259616
0y6kdSRCVQhSsHSpWvTUm7,6806875.0,The Last Time (feat. Gary Lightbody of Snow Patrol) (TaylorÃ¢ÂÂs Version),2021-11-24,Taylor Swift,['pop'],0.502,0.534,2,-5.954,1,0.0278,0.0399,0.0,0.0977,0.155,4,0.74,4.984666666666667,0.3186910954394747
1SF8piqsZWn86DajVKih8F,6797945.0,Kacey Talk,2021-01-30,YoungBoy Never Broke Again,"['baton rouge rap', 'trap']",0.877,0.607,10,-7.818,0,0.15,0.535,0.0,0.138,0.773,4,0.73,2.5208166666666667,0.5144514498899757
0z8hI3OPS8ADPWtoCjjLl6,6769563.0,Summer of Love (Shawn Mendes & Tainy),2021-09-09,Shawn Mendes,"['canadian pop', 'dance pop', 'pop', 'viral pop']",0.776,0.808,11,-4.501,1,0.117,0.0297,0.000127,0.103,0.494,4,0.85,3.0684,0.4962603574161175
5ajjAnNRh8bxFvaVHzpPjh,6766983.0,Reckless,2021-07-29,Madison Beer,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",0.386,0.426,3,-6.642,1,0.0363,0.807,0.0,0.14,0.261,3,0.84,3.38975,0.8290974442315793
4F6yN5FsFW10Ucx7cLCzBh,6765091.0,Ready (feat. Gunna),2021-10-28,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",0.793,0.395,1,-5.578,1,0.385,0.277,1.4e-05,0.109,0.129,4,0.8,3.5547833333333334,0.2177237112912888
7v4pPS4A7NgY7bxFA3Etv3,6743949.0,HOT DEMON B!TCHES NEAR U ! ! !,2021-09-23,"CORPSE, Night Lovell","['dream smp', 'viral rap']",0.788,0.764,7,-4.054,1,0.254,0.00918,0.0,0.224,0.841,4,0.8,1.6,0.354545400625152
496vIKS2INz840xZaKncvR,6737031.0,All Night Parking (with Erroll Garner) Interlude,2021-11-30,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",0.734,0.497,8,-9.666,1,0.166,0.67,2.35e-05,0.194,0.307,3,0.77,2.69715,0.5199912217747437
7ehhnVu3JUWMaSJzY1zC4k,6733263.0,Silver Bells,2021-12-25,"Bing Crosby, Carol Richards","['adult standards', 'easy listening', 'lounge']",0.343,0.136,5,-15.142,1,0.0385,0.749,0.0,0.261,0.59,4,0.61,3.04445,0.1816025006079513
4JE6agBLHGA5TaF6FlqfBD,6718159.0,As the World Caves In,2021-06-17,Matt Maltese,"['dream smp', 'indie anthem-folk', 'indie pop']",0.331,0.45,10,-5.362,1,0.034,0.365,0.00464,0.22,0.18,4,0.78,3.6459166666666665,0.495317291324385
0v4z1tuZvn6LGknom9Qx7d,6695608.0,Babe (Taylor's Version) (From The Vault),2021-11-24,Taylor Swift,['pop'],0.584,0.743,4,-7.075,1,0.0931,0.0538,2.83e-06,0.121,0.746,4,0.75,3.737333333333333,0.7563805242023974
3yII7UwgLF6K5zW3xad3MP,6682261.0,22 (Taylor's Version),2021-11-25,Taylor Swift,['pop'],0.642,0.695,7,-5.62,1,0.0281,0.000443,1.02e-05,0.0753,0.642,4,0.76,3.8493333333333335,0.3776119668562684
4OmFmE0fzcMG6g0Y8p4eSD,6679275.0,Better Man (Taylor's Version) (From The Vault),2021-11-25,Taylor Swift,['pop'],0.473,0.579,4,-5.824,1,0.0384,0.214,0.0,0.0877,0.255,4,0.75,4.950216666666667,0.1994258566183666
4btFHqumCO31GksfuBLLv3,6613651.0,Overpass Graffiti,2021-11-12,Ed Sheeran,"['pop', 'uk pop']",0.52,0.849,9,-3.794,0,0.186,0.00253,0.0,0.119,0.774,4,0.87,3.94845,0.8042099893830925
2TJ1FOCmCBkKm418MjVw5D,6612289.0,Donda,2021-09-08,Kanye West,"['chicago rap', 'rap']",0.534,0.491,10,-7.945,1,0.0545,0.849,0.0,0.192,0.428,5,0.29,2.13855,0.3895040895853475
0psS4i5YooJrXfDnGvWRLi,6560106.0,Lo Vas A Olvidar (with ROSALÃÂA),2021-02-06,Billie Eilish,"['art pop', 'electropop', 'pop']",0.343,0.243,4,-14.66,0,0.0777,0.721,0.00198,0.0668,0.032,4,0.71,3.3910666666666667,0.5624885082355174
2KnuaZYoGzDoHiBTNYOTXG,6534233.0,Billie Bossa Nova,2021-08-16,Billie Eilish,"['art pop', 'electropop', 'pop']",0.895,0.389,7,-11.036,0,0.11,0.222,0.0346,0.105,0.549,4,0.8,3.27885,0.4134306846422576
2c6xRsQBv7pynuhYhWoHxo,6525979.0,Woman Like Me,2021-11-30,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",0.594,0.37,4,-10.561,0,0.173,0.749,3.2e-05,0.132,0.329,4,0.76,5.004133333333334,0.6244521023256366
7eBqSVxrzQZtK2mmgRG6lC,6524907.0,Murder On My Mind,2021-04-01,YNW Melly,"['melodic rap', 'trap']",0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,4,0.82,4.4739,0.4429919513164372
2OQ6a4CfUeYskpTTgyawyJ,6509139.0,You Make It Feel Like Christmas (feat. Blake Shelton),2021-12-26,Gwen Stefani,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary']",0.635,0.87,2,-4.291,0,0.04,0.0152,0.0,0.118,0.912,4,0.67,2.612883333333333,0.3124573692607904
2tznHmp70DxMyr2XhWLOW0,6452746.0,Cigarette Daydreams,2021-12-30,Cage The Elephant,"['modern rock', 'punk blues', 'rock']",0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,4,0.82,3.4793333333333334,0.436900574736505
4t2OeILB07eMGTXSUbMPEu,6433796.0,Oxytocin,2021-08-13,Billie Eilish,"['art pop', 'electropop', 'pop']",0.757,0.598,11,-7.777,1,0.058,0.0904,0.551,0.15,0.18,4,0.76,3.503883333333333,0.5019721350660442
7uLFOXgLrS90tEYPO1DGXy,6417410.0,Man in the Mirror,2021-12-31,A Boogie Wit da Hoodie,"['melodic rap', 'rap', 'trap']",0.849,0.631,3,-4.241,0,0.0637,0.171,0.0,0.149,0.55,4,0.83,3.5884,0.567488537891684
15coTBAzEN1bOeipoNDZAR,6405906.0,"Merry Christmas, Happy Holidays",2021-12-25,*NSYNC,"['boy band', 'dance pop', 'post-teen pop']",0.643,0.939,5,-3.967,1,0.0463,0.104,0.0,0.881,0.756,4,0.54,4.255116666666667,0.3836321686368246
3S7HNKPakdwNEBFIVTL6dZ,6404452.0,Treacherous (Taylor's Version),2021-11-24,Taylor Swift,['pop'],0.645,0.593,2,-6.506,1,0.0288,0.0344,0.000127,0.13,0.299,4,0.74,4.045333333333334,0.4131993665442855
6bGMSP3H9YqkmaLnaJTIoF,6361232.0,Hold On,2021-11-30,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",0.366,0.364,0,-7.814,1,0.0433,0.858,1.15e-05,0.165,0.459,4,0.77,6.100066666666667,0.7448620691700425
4pvb0WLRcMtbPGmtejJJ6y,6356706.0,exile (feat. Bon Iver),2021-11-19,Taylor Swift,['pop'],0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,4,0.83,4.760566666666667,0.2092717038653847
4HOryCnbme0zBnF8LWij3f,6337096.0,Getting Older,2021-08-13,Billie Eilish,"['art pop', 'electropop', 'pop']",0.599,0.128,10,-17.261,1,0.109,0.974,0.121,0.115,0.367,4,0.77,4.07035,0.7079520044602875
1uMHCAyGmHqyygoNRuo7MV,6336802.0,edamame (feat. Rich Brian),2021-10-07,bbno$,"['canadian hip hop', 'dark trap', 'vapor trap']",0.815,0.848,4,-4.704,0,0.115,0.023,0.000162,0.0265,0.684,4,0.85,2.22845,0.3897591326164449
7FpBQ067pHB67deawpbbcY,6315935.0,Body Like A Back Road,2021-07-25,Sam Hunt,"['contemporary country', 'country pop']",0.736,0.458,5,-7.437,1,0.0316,0.441,0.0,0.148,0.65,4,0.71,2.7091166666666666,0.3479142818166181
3grVoZ10bm2jUGpo7BxpuF,6307634.0,DEAD RIGHT NOW,2021-09-30,Lil Nas X,"['lgbtq+ hip hop', 'pop']",0.685,0.717,0,-6.456,0,0.0411,0.101,1.87e-05,0.266,0.549,4,0.71,3.686716666666667,0.5198370097094288
6DZz58CbF0AKw5PCKqNKcM,6304916.0,Come to Life,2021-09-09,Kanye West,"['chicago rap', 'rap']",0.44,0.465,3,-6.592,1,0.0318,0.689,1.26e-06,0.384,0.241,4,0.29,5.173233333333333,0.5137515643627779
0oaY19dUwZimIgzn3ZZLZO,6293187.0,2 Much,2021-04-02,Justin Bieber,"['canadian pop', 'pop']",0.583,0.444,9,-8.601,1,0.0456,0.593,0.0,0.353,0.167,4,0.74,2.5466,0.470174793444801
1V0qqWBbIWt8hlAjxTZedR,6277070.0,What Christmas Means To Me,2021-12-26,Stevie Wonder,"['adult standards', 'funk', 'indie r&b', 'motown', 'quiet storm', 'soul']",0.521,0.699,0,-6.961,1,0.0338,0.0981,0.0,0.1,0.802,4,0.66,2.469116666666667,0.2562885900865366
0E4Y1XIbs8GrAT1YqVy6dq,6241821.0,Afterglow,2021-01-21,Ed Sheeran,"['pop', 'uk pop']",0.641,0.324,11,-5.851,1,0.0299,0.698,0.0,0.328,0.273,4,0.82,3.09145,0.4143856132005528
33aow0AcXYvT1FoWNzMcqN,6233536.0,Lil Bit (feat. Florida Georgia Line),2021-09-18,Nelly,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']",0.707,0.689,4,-7.097,0,0.0387,0.0255,0.0,0.383,0.41,4,0.71,3.266033333333333,0.4725294930574914
3wkKkFAtYSTRwqOydW6T0I,6217971.0,Please Don't Go,2021-04-10,Mike Posner,"['dance pop', 'edm', 'pop', 'pop rap', 'pop rock']",0.698,0.879,4,-3.928,0,0.0306,0.00236,0.119,0.129,0.645,4,0.49,3.2802166666666666,0.4727133612892129
20R4HfKloPKgXDqU7UKk3x,6183647.0,Therefore I Am,2021-08-19,Billie Eilish,"['art pop', 'electropop', 'pop']",0.879,0.365,2,-7.781,1,0.0924,0.227,0.135,0.0583,0.663,4,0.76,2.892316666666667,0.3184894335079093
5NU40QTlXrDUJzDBdv79bg,6135863.0,Deserve You,2021-04-02,Justin Bieber,"['canadian pop', 'pop']",0.677,0.633,7,-7.831,1,0.0771,0.0314,0.0,0.112,0.409,4,0.71,3.12065,0.2942781392534949
5YRFttxjAEgm2nq5Z2tlqK,6131048.0,Lord I Need You,2021-09-09,Kanye West,"['chicago rap', 'rap']",0.711,0.428,1,-7.274,0,0.307,0.145,0.0,0.534,0.197,4,0.29,2.7018,0.253364492078838
13HsOwrwTA5HgLuoaDHncP,6129691.0,RUNITUP (feat. Teezo Touchdown),2021-07-07,"Tyler, The Creator","['hip hop', 'rap']",0.665,0.469,10,-7.778,0,0.13,0.565,0.000317,0.219,0.142,4,0.7,3.8260833333333335,0.4480038434391663
6dmXZ9B5HdFAyzHeTneYBK,6103557.0,LA FAMA (with The Weeknd),2021-11-30,ROSALÃÂA,['r&b en espanol'],0.77,0.302,0,-7.911,0,0.0466,0.946,3.38e-05,0.125,0.821,4,0.88,3.13505,0.5675656439243412
01FvQEvHETjWqcDpQDJdTb,6031746.0,Your Bartender,2021-01-29,Morgan Wallen,['contemporary country'],0.555,0.771,4,-5.237,1,0.0282,0.247,7.26e-05,0.149,0.442,4,0.67,3.0848833333333334,0.5910592589517139
6tfPsgvkgbGHWGwq2PpzCI,6018930.0,Goodbye,2021-07-08,Bo Burnham,['comic'],0.725,0.308,7,-9.941,1,0.039,0.604,0.0,0.121,0.154,4,0.71,4.157133333333333,0.5085558040083276
2stbjvpFujerfDUuUUPX7o,6017410.0,breadwinner,2021-10-05,Kacey Musgraves,"['contemporary country', 'country dawn', 'pop', 'texas country']",0.866,0.508,8,-8.591,0,0.058,0.769,8.35e-06,0.11,0.476,4,0.71,3.3473333333333333,0.4604535020966909
2goHCrsDJaflEwQ930ef0o,5979822.0,MASSA,2021-07-06,"Tyler, The Creator","['hip hop', 'rap']",0.685,0.855,1,-6.724,0,0.438,0.329,8.9e-05,0.301,0.46,4,0.7,3.72865,0.6931357837235097
3eZYOQO4UzKrUDYDghtnFw,5962784.0,test drive,2021-03-04,Ariana Grande,"['dance pop', 'pop']",0.698,0.708,9,-4.943,0,0.0454,0.0251,0.0,0.124,0.322,4,0.7,2.036233333333333,0.443163957081596
2cc8Sw1OnCuA5bV8nqWqpE,5943039.0,You,2021-05-11,"Regard, Troye Sivan, Tate McRae","['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'slap house', 'tropical house']",0.691,0.695,0,-5.6,1,0.0367,0.0592,0.0,0.0647,0.514,4,0.82,3.8897666666666666,0.3899489320814476
1F9kEuwT29fgqlovIclu81,5932469.0,love race (feat. Kellin Quinn),2021-05-18,Machine Gun Kelly,"['ohio hip hop', 'pop rap']",0.517,0.848,10,-4.054,1,0.0521,0.00581,0.0,0.214,0.429,4,0.73,3.146316666666667,0.3296994644096347
2Ox2c1WEJDeQCHTXPE3YKM,5906644.0,Shottas (Lala),2021-05-13,Moneybagg Yo,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",0.925,0.463,6,-9.309,0,0.454,0.0681,0.0,0.101,0.961,4,0.67,2.0454833333333333,0.5500744369776809
2pn8dNVSpYnAtlKFC8Q0DJ,5904499.0,On The Ground,2021-04-01,ROSÃÂ,['k-pop'],0.311,0.607,1,-6.578,1,0.11,0.0174,0.0,0.131,0.286,4,0.74,2.801433333333333,0.8800823255179449
5YqltLsjdqFtvqE7Nrysvs,5863973.0,We Are Never Ever Getting Back Together (Taylor's Version),2021-11-24,Taylor Swift,['pop'],0.567,0.686,7,-6.139,1,0.175,0.0317,1.86e-06,0.0732,0.716,4,0.76,3.219116666666667,0.7811137669855693
2ZRo7axmMPeSVUvDbGkJah,5857162.0,Hope,2021-12-30,XXXTENTACION,"['emo rap', 'miami hip hop']",0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,4,0.88,1.8481,0.6270559137361431
2NK6dtSujGIyilnEgbw8MX,5831594.0,Outlaw (feat. Ben Burgess),2021-01-29,Morgan Wallen,['contemporary country'],0.505,0.63,7,-5.758,1,0.0274,0.572,0.0,0.121,0.247,4,0.65,3.8291166666666654,0.2652269586415103
0WSa1sucoNRcEeULlZVQXj,5816221.0,Can You Feel My Heart,2021-02-09,Bring Me The Horizon,"['melodic metalcore', 'metalcore', 'rock', 'uk metalcore']",0.15,0.859,4,-2.827,0,0.0595,0.00201,0.194,0.387,0.354,5,0.83,3.80245,0.7722940230962223
